id;Name;ShortDes;Color;Varietal;Price;Size;ABV;Country;Region;Closure;Taste;Smell;Description
102599;2016 Antoine Sunier Regnie;Gamay from France;Red;['Gamay'];19.99;750 mL;13.5;France;Beaujolais;Cork;cherry,   strawberry and   raspberry;violet,   rose petal,   oak,   smoke and   mushroom;The 2016 Regnie was matured in six-year-old barrels. It felt a little more disjointed at the nose compared to its Morgon counterpart, although with aeration it melds together with scents of black plum, a hint of brine and a slight loamy scent that comes through with time. The palate is well balanced with fine grip on the entry. There is good backbone to this Regnie, more saline than Antoine Sunier's Morgon with a lively, focused finish. Excellent.
102600;2016 Antoine Sunier Morgon;Gamay from France;Red;['Gamay'];21.99;750 mL;13.0;France;Beaujolais;Cork;cherry,   strawberry and   raspberry;violet,   rose petal,   oak,   smoke and   mushroom;The 2016 Morgon, which comes from 60-year-old vines in Croix de Chevre and is matured in eight-year-old barrels for eight months, has a clean and precise bouquet with lifted blackberry, raspberry and just a hint of pressed flowers. This is very refined, and I appreciate the manner in which it opens in the glass. The palate is well balanced with crisp acidity, quite mineral-driven and tensile with a dash of white pepper enlivening the sappy, chalky-textured finish. There is potential here although I would just like to see more joie-de-vivre develop by the time of bottling.
102601;2013 Domaine Trapet Gevrey Chambertin;Pinot Noir from France;Red;['Pinot Noir'];59.99;750 mL;13.0;France;Burgundy;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;Gevrey AC from Domaine Trapet is extremely lovely for a village wine. The purity and transparency of the vintage are very much in evidence in this fine bottle, as the wine delivers a bouquet of black cherries, plums, dark soil tones, gamebirds, cocoa and a smoky topnote. On the palate the wine is pure, full-bodied and very soil-driven in personality, with lovely mid-palate depth, fine-grained tannins and a long, tangy and youthfully complex finish. This is a very, very elegant Gevrey villages this year! 2019-2045.
102602;2013 Trapet Riesling Riquewihr;Riesling from France;White;['Riesling'];16.09;750 mL;12.5;France;Alsace;Cork;apple,   pear,   peach,   apricot and   honey;petrol,   flint,   rose petal,   violet,   orange peel,   apple,   pear and   peach;Wonderful aromas of nutmeg, flint and kiwi fruit follow through to a full body, salty and powerful wine. Great wine! New producer for me. Excellent. Drink now.
102604;2014 Lismore Chardonnay;Chardonnay from South Africa;White;['Chardonnay'];29.99;750 mL;13.5;South Africa;Western Cape;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;A successful modern style that is both lees-rich and refreshingly mineral. This is shown through beeswax and acacia tones, alongside wet chalk and wet river stone characters blended together with a limey cool climate acidity.
102605;2015 Lismore Syrah;Syrah / Shiraz from South Africa;Red;['Syrah / Shiraz'];39.99;750 mL;14.5;South Africa;Western Cape;Cork;currant,   blueberry,   blackberry and   strawberry;spice box,   cedar and   dark fruit;The 2015 Syrah includes 50% Elgin fruit and 50% from Samantha O'Keefe's estate, including 25% whole bunch, which is less than the 2014. It has a very sensual bouquet with dark cherries, iodine and crushed violets that blossom in the glass. There is lovely purity here. The palate is medium-bodied with fine tannin, very precise and focused, here a mixture of red and black fruit with a hint of pain d'epices on the structured finish. This is probably Samantha's best release in 2015 and it comes highly recommended.
102609;2015 Stephane Aviron Moulin A Vent;Gamay from France;Red;['Gamay'];19.99;750 mL;12.0;France;Burgundy;Cork;cherry,   strawberry and   raspberry;violet,   rose petal,   oak,   smoke and   mushroom;"Grapes are vinified separately until time for the final blending and bottling. The must is macerated in temperature controlled stainless steel vats for 12-15 days and then aged for 12-14 months in a combination of new and used oak casks."" -Importer"
102610;2015 Faiveley Bourgogne Rouge;Pinot Noir from France;Red;['Pinot Noir'];16.98;750 mL;13.0;France;Burgundy;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;"Domaine Faiveley combines the principles of modern winemaking methods with the time honored traditions that have been practiced for centuries within their 19th century cellars. Each terroir and each vintage, benefits from special attention which makes the cuvées unique. Each bottle therefore becomes the faithful reflection of its terroir. "" -Importer"
102612;2015 Domaine Vincent Ravaut Bourgogne Pinot Noir;Pinot Noir from France;Red;['Pinot Noir'];24.99;750 mL;13.0;France;Burgundy;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;Vincent Ravaut is a premiere producer of entry level wines.  They make some of the best affordable Pinot Noirs coming out of Burgundy.
102613;2015 Bzikot Auxey Duresses Rouge;Pinot Noir from France;Red;['Pinot Noir'];34.99;750 mL;13.0;France;Burgundy;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;Wonderfully pure, supple and savory style of Pinot that just screams 'I'm from Burgundy!' After an hour or so, the wine starts to show more texture and richness, yet remains delicate and nuanced all the way through. This is amazing with food, and has just the right amount of acidity.
102614;2015 Bzikot Volnay;Pinot Noir from France;Red;['Pinot Noir'];41.99;750 mL;13.0;France;Burgundy;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;When it comes to something a little beefier in Burgundy Volnay is a great starting point.  Stronger tannins, a little bit of smoke, and a meatiness that isn't found in other appellations in Burgundy.
102615;2015 Bzikot Bourgogne Blanc Magnum;Chardonnay from France;White;['Chardonnay'];49.99;1.5l;13.0;France;Burgundy;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;"Crisp and lively, with tons of pure fruit character, as well as tremendous minerality. Situated just on the wrong side of being called Puligny Montrachet, this wine has always tasted more like a Puligny Montrachet than a humble Bourgogne Blanc."" -Importer"
102619;2016 Vincent Dampt Chablis;Chardonnay from France;White;['Chardonnay'];23.2;750 mL;13.0;France;Burgundy;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;Dry and unoaked, Chablis is the most interesting style of White Burgundy.  This wine is super rich with flavor or saltiness and chalk.  A great pairing for anything involving seafood.
102620;2015 Domaine Des Marrans Beaujolais Fleurie;Gamay from France;Red;['Gamay'];22.99;750 mL;13.0;France;Beaujolais;Cork;cherry,   strawberry and   raspberry;violet,   rose petal,   oak,   smoke and   mushroom;Domaine des Marrans makes some of the best Fleurie Beajolais in the small appellation.  Sweet tannins and light structure make the wine very appealing.  Great with any light food including seafood.
102628;2015 Xavier Besson Givry Rouge Le Haut Colombier;Pinot Noir from France;Red;['Pinot Noir'];22.95;750 mL;13.0;France;Burgundy;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;Red cherries, raspberries and a little tobacco round out this light and smooth drinking Pinot Noir from Burgundy.
102634;2015 Louis Boillot Moulin A Vent Les Brussellions;Gamay from France;Red;['Gamay'];31.99;750 mL;12.5;France;Burgundy;Cork;cherry,   strawberry and   raspberry;violet,   rose petal,   oak,   smoke and   mushroom;2015 Beaujolais will go down as one of the great vintages in recent past.  The wines are much denser which is attracting more Burgundy lovers to jump on these value buys!
102635;2015 Terre De Velles Chassagne Montrachet La Platiere;Chardonnay from France;White;['Chardonnay'];59.99;750 mL;13.0;France;Burgundy;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;Chassagne Montrachet is a premiere region for Chardonnay in France.  The wine have a rich creaminess that is underlined with pure minerality.  There is a little oak to round out the wine, but this is all about the juice and where the grapes were grown!
102636;2015 Terre De Velles Meursault;Chardonnay from France;White;['Chardonnay'];58.99;750 mL;13.5;France;Burgundy;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;One of the richest styles of Chardonnay in Burgundy are made in Meursault.  With both creaminess from the grapes and the oak to round it out, this is as full as it gets when it comes to Chardonnay in the Old World.
102637;2015 Terre De Velles Puligny Montrachet;Chardonnay from France;White;['Chardonnay'];59.99;750 mL;13.0;France;Burgundy;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;Puligny Montrachet is one of the premier regions for Chardonnay in all of Burgundy.  The wines are extremely dry and dense, with pristine minerality and acidity.  If you are entering into the finer White Burgundy world, this is a great start!
102649;2015 Geil Spatburgunder Trocken;Pinot Noir from Germany;Red;['Pinot Noir'];18.99;750 mL;13.0;Germany;Rheinhessen;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;"Grown on loess and limestone, one-third small oak and the rest in Stück. A winsome and stylish PN, smoke and blueberries; firm and rather Cru-Beaujolais in profile; tight and cool. Don’t serve it too warm, and splash it into a carafe."
102650;2015 Domaine Mittnacht Pinot Noir;Pinot Noir from France;Red;['Pinot Noir'];19.5;750 mL;13.0;France;Alsace;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;"Limpid deep ruby ​​red color. It was not filtered, just clarified. The nose is expressive and elegant, with scents of red fruits (cherries, blackcurrant). On the palate this dry wine is still in its youth phase. The palate is well structured, marked by ripe tannins and a typical ""Alsatian"" freshness. The flavors are reminiscent of red fruits. "" - Winery"
102651;2015 Mother Rock Syrah;Syrah / Shiraz from South Africa;Red;['Syrah / Shiraz'];29.99;750 mL;12.5;South Africa;Coastal Region;Cork;currant,   blueberry,   blackberry and   strawberry;spice box,   cedar and   dark fruit;Granite with some shale, picked in three stages. Floral perfumed nose of raspberries and red cherries with subtle meatiness. Very pure, vital palate with fresh raspberry and cherry fruit. Juicy and linear with nice acidity. Real potential here.
102657;2015 Dominique Lafon Meursault;Chardonnay from France;White;['Chardonnay'];89.99;750 mL;13.0;France;Burgundy;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;"Always searching for new challenges, Dominique Lafon started his own label - separate from the family domaine - in 2008 and currently works approximately 4.5 hectares in Meursault, Puligny-Montrachet, Volnay, and Beaune."" -Importer"
102659;2015 Dominique Lafon Beaune Rouge Vignes Franches 1er Cru;Pinot Noir from France;Red;['Pinot Noir'];89.99;750 mL;13.5;France;Burgundy;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;"Always searching for new challenges, Dominique Lafon started his own label - separate from the family domaine - in 2008 and currently works approximately 4.5 hectares in Meursault, Puligny-Montrachet, Volnay, and Beaune."" -Importer"
102660;2015 Dominique Lafon Volnay;Pinot Noir from France;Red;['Pinot Noir'];84.99;750 mL;13.5;France;Burgundy;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;"Always searching for new challenges, Dominique Lafon started his own label - separate from the family domaine - in 2008 and currently works approximately 4.5 hectares in Meursault, Puligny-Montrachet, Volnay, and Beaune."" -Importer"
102671;2015 D;Chardonnay from France;White;['Chardonnay'];99.97;750 mL;13.0;France;Burgundy;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;From a parcel of 30+ year old vines in Les Plures.  Reduction presently dominates the underlying fruit. The rich, caressing and solidly concentrated flavors possess plenty of sappy dry extract before terminating in a citrus peel-tinged finale. This is not particularly refined but I like the character and note that this should also drink well young if desired.
102674;2014 Antinori Villa Toscana;Blend from Italy;Red;['Cabernet Sauvignon', 'Merlot', 'Sangiovese'];13.34;750 mL;14.0;Italy;Tuscany;Cork;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak,   vanilla,   black cherry,   plum,   smoke,   toast,   tar,   red fruit,   strawberry and   raspberry;currant,   blackberry,   cherry,   cedar,   cigar box,   violet,   rose,   truffle,   earth,   coffee,   leather,   asparagus,   green pepper and   red fruit;This entry level Tuscan wine is fruit forward, with notes of dark cherries, blackberries, and a little pepper.  A great way to get into the fuller bodied wines of Tuscany.
102682;2013 Neal Family Cabernet Sauvignon;Cabernet Sauvignon from United States;Red;['Cabernet Sauvignon'];48.74;750 mL;14.5;United States;California;Cork;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak and   vanilla;currant,   blackberry,   cherry,   cedar and   cigar box;"100% estate grown Cabernet Sauvignon. This bottling reminds us of some of our best vintages with comparisons to 2001 and 2002. Coming from a warm and therefore ripe vintage, this year's Cabernet Sauvignon has aromas of cocoa, cassis and dark berry fruit plus hints of incense, earth and cedar notes from new French oak. As is our tradition, this is 100% Cabernet Sauvignon with very dark color and a nice concentration of tannin that carries with it a firm, complex mouthful of flavors. The cherry (and surprisingly blueberry fruit) flavors sweetened by a chocolate character make the texture very mouthwatering. We hold the wine in barrel and in bottle longer than most Napa Valley Cabernet Sauvignon until convinced the texture has evolved and is ready to drink. This is a wine that will be greatly enhanced with decanting at a young age as evidenced by showing even better the day after opening. Additional cellaring will further improve the complexity and structure. Barrel aged 21 months in 51% new French oak. Alcohol 14.5%."""
102687;2016 Carmel Selected Cabernet Sauvignon;Cabernet Sauvignon from Israel;Red;['Cabernet Sauvignon'];7.99;750 mL;14.0;Israel;Israel;Cork;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak and   vanilla;currant,   blackberry,   cherry,   cedar and   cigar box;Full bodied Cabernet with lots of texture and fruit.  Lots of notes of cherries, blackberries, tobacco, and earth.
102701;2015 Duckhorn Decoy Merlot;Blend from United States;Red;['Merlot', 'Cabernet Franc', 'Cabernet Sauvignon', 'Petite Sirah'];14.03;750 mL;13.9;United States;California;Cork;currant,   black cherry,   plum,   bell pepper,   olive,   oak,   smoke,   toast,   tar,   tobacco,   raspberry,   cassis,   violet,   pepper,   green bean,   blackberry,   cherry,   asparagus,   spice,   ginger,   vanilla,   jam,   dark berry fruit,   high tannin and   black pepper;violet,   rose,   truffle,   earth,   coffee,   leather,   tobacco,   broccoli,   berry,   flower,   currant,   blackberry,   cherry,   cedar,   cigar box,   spice,   boysenberry,   blueberry and   jam;This lovely expression of Sonoma County Merlot offers lush layers of black cherry, cassis and cranberry, along with notes of cocoa and leather. On the palate, refined tannins underscore the wine’s velvety mouthfeel, while excellent acidity adds poise and length to the vibrant red berry flavors.
102703;2016 Tzuba Chardonnay Judean Hills;Chardonnay from Israel;White;['Chardonnay'];18.97;750 mL;13.5;Israel;Israel;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;Tzuba Estate Winery is located in the Judean Hills, an area recognized as a major wine-producing region since Biblical times. The local topography and climate provide ideal conditions for cultivating vineyards that have produced a variety of prize-winning boutique wines. 
102705;2016 Fernandez De Pierola Tempranillo Blanco;Tempranillo / Tinto Fino / Tinta Roriz from Spain;White;['Tempranillo / Tinto Fino / Tinta Roriz'];8.99;750 mL;13.0;Spain;Spain;Cork;"berry
,   cherry
,   plum
,   earth
,   leather
 and   herb";"berry
,   cherry
,   plum
,   earth
,   leather
 and   herb";Tempranillo Blanco? Who knew? It certainly was a first for us. It was only discovered in 1988 as a mutation of the regal Tempranillo red grape from Rioja. This is unique, but not unheard of. Grapes likeGrenache Blanc, Sauvignon Blanc and Chardonnay (once called Pinot Chardonnay) are all a direct kin of their red counterparts.Bodegas Fernandez de Pierola, founded in 1996, is a relative newcomer in the Rioja where grapes have been planted for over 2,000 years. It is a moderate- sized family-run operation in the centerof Rioja known as the Rioja Alavesa region. It began with the family vineyards in Moreda where there is an expansive history of wine. Slowly but surely, this winery has grown leaps and bounds.Unlike the whites made here just a few decades ago, these new whites of Spain are clean and fresh, utilizing cold fermentation and very careful handling to preserve the flavors of the grape.Our selection is barrel fermented so there is that hint of vanilla, which blends perfectly with the tropical fruit scents. The palate is a unique fusion of pineapple, herbs, and fresh peach. It is not only a unique find but in a class of its own. It is gripping to the very end.
102706;2016 Fernandez De Pierola Tempranillo Rioja Red;Tempranillo / Tinto Fino / Tinta Roriz from Spain;Red;['Tempranillo / Tinto Fino / Tinta Roriz'];9.99;750 mL;13.5;Spain;Spain;Screwtop;"berry
,   cherry
,   plum
,   earth
,   leather
 and   herb";"berry
,   cherry
,   plum
,   earth
,   leather
 and   herb";"Deep, intense cherry red color with a powerful nose with intense notes of ripe wild berries (blackberries) and hints of cedar and vanilla; all very nicely blended.Impressive attack in the mouth. Meaty and exceptionally well-balanced, with notes of stewed fruit over a background of toasted wood accompanied by supple tannins. "" Winery"
102708;2012 Palazzo Vecchio Vino Nobile Di Montepulciano;Sangiovese from Italy;Red;['Sangiovese'];15.98;750 mL;14.0;Italy;Tuscany;Cork;red fruit,   strawberry and   raspberry;asparagus,   green pepper and   red fruit;Aromas of underbrush, leather, scorched earth and dark berry lead the nose of this firmly structured blend of Sangiovese, 10% Canaiolo and 5% Mammolo. The chewy palate offers a juicy core of black cherry accented with notes of black pepper, licorice and grilled herb. Tightly knit, ripe tannins provide structure.
102723;2016 Backhouse Chardonnay;Chardonnay from United States;White;['Chardonnay'];5.99;750 mL;13.0;United States;California;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;Crisp and clean with golden color and tropical fruit flavors.
102725;2015 Travignoli Chianti Rufina;Sangiovese from Italy;Red;['Sangiovese'];11.97;750 mL;13.0;Italy;Tuscany;Cork;red fruit,   strawberry and   raspberry;asparagus,   green pepper and   red fruit;Made entirely from Sangiovese, this informal red has subdued black cherry and vanilla aromas that carry over to the simple palate, where they're brightened by a hint of tangerine zest. It's easy-drinking, with soft, fleeting tannins. Enjoy soon.
102726;2016 Charles Smith Kung Fu Girl Riesling Evergreen;Riesling from United States;White;['Riesling'];9.09;750 mL;;United States;Washington;Cork;apple,   pear,   peach,   apricot and   honey;petrol,   flint,   rose petal,   violet,   orange peel,   apple,   pear and   peach;Yet another terrific vintage. Pure, focused and mouthwatering. Citrus blossom, lime leaf, white peach intermingle with mineral that fills the palate. Carries on to a long refreshing finish. Thai or Chinese food, five spice pork or duck, fresh seafood 
102769;2016 Hamilton Russell Vineyards Pinot Noir Hemel En Aarde Valley;Pinot Noir from South Africa;Red;['Pinot Noir'];29.99;750 mL;13.87;South Africa;Cape South Coast;Cork;ripe cherry,   plum,   strawberry,   raspberry and   mushroom;barnyard,   cherry,   plum,   game and   tomato;"Our low-vigour, stony, clay-rich soil, cool maritime mesoclimate, naturally tiny yields of well under 35 hl/ha and our philosophy of expressing our terroir in our wines – give rise to a certain tightness, tannin line and elevated length to balance the richness and generosity of our Pinot noir. Our Pinot noir is not overtly fruity, soft and “sweet” and it generally shows hints of that alluring savoury “primal” character along with a dark, spicy, complex primary fruit perfume.,""- Winery"
102822;2015 Vincent ;Chardonnay from France;White;['Chardonnay'];224.98;750 mL;13.0;France;Burgundy;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;"(picked at 13.7% potential alcohol): Pale yellow. High-toned aromas of pineapple, lemon oil and yellow stone fruits, accented by a touch of clove. Tactile and concentrated, offering impressively chewy flavors of pineapple, wet stone and spicy oak. Finishes long and slightly dry. Morey harvested these vines first in 2015 (on September 3), noting that ""there was a lot of millerandage but no surmaturité."" Incidentally, Morey told me that although he would move his 2015s into cuves prior to the 2016 harvest, he would probably wait until November to bottle most of his wines."
102830;2016 Toasted Head Chardonnay;Chardonnay from United States;White;['Chardonnay'];7.33;750 mL;;United States;California;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;This Chardonnay has aromas of bourbon, butterscotch, white peach, and Asian pear. On the palate, creamy toast and peachy caramelized custard flavors are complemented by a clean, hot finish. Barrel fermentation and aging is obvious in the wine, with a full, broad finish. Braised meats (lamb shank, pork loin), smoked salmon, or pasta with a cajun cream sauce.
102832;2013 Heitz Cabernet Sauvignon;Cabernet Sauvignon from United States;Red;['Cabernet Sauvignon'];41.34;750 mL;14.5;United States;California;Cork;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak and   vanilla;currant,   blackberry,   cherry,   cedar and   cigar box;There is a luscious weight and texture to the wine, but also a racy edge of well-balanced acidity on the palate. This is an extraordinary Cabernet – powerful, yet elegant, with all the wonderful aging potential you’ve come to expect from Heitz wines.
102837;2014 Chateau Lamartine Cahors ;Malbec from France;Red;['Malbec'];13.98;750 mL;12.5;France;Southwest;Cork;pepper,   earth,   green,   plum,   mocha and   currant;spice,   earth,   currant and   cherry;"Chateau Lamartine was built in 1922 on the site of a century old oak tree. Local legend recounts that in the Middle Ages this was where Martine, the daughter of the local Baron, would meet her various suitors. This family property dates back to the Middle Ages, and the vineyards have survived the Gallo-Roman wars as well the invasion of phylloxera in 1878.Born in the Chateau, the current winemaker/owner, Alain Gayraud, took over from his grandparents in 1975. Encompassing 28 hectares of vines ranging in age from 20 to 120 years old, the Domaine is in the westernmost reaches of the Cahors appellation, making Chateau Lamartine the only Cahors domaine that benefits from the Atlantic influence. The vineyards here dominate the best micro-climate along the Lot River, and all of the plots are south facing on the oldest terraces in the appellation, where the soil is a limestone base with lots of stones.The grape of Cahors is known by several names. The ancient name of Auxerrois is rarely ever used. Instead the locals call this dark, inky berry Cot. In other parts of the world it is known as Malbec. Alain maintains sustainable agricultural practices and does a minimum of 2,000 hours worth of green harvesting per vintage in order to attain the naturally low yields he seeks. The depth of the roots mean that the vines are very rarely over stressed, even in the hottest of years. The total production is always around 10,000 cases a year."" - Importer "
102838;2016 Ponce Depaula Monastrell Jumilla;Mourvedre / Mataro / Monastrell / Garrut from Spain;Red;['Mourvedre / Mataro / Monastrell / Garrut'];10.98;750 mL;14.0;Spain;Castilla La Mancha;Cork;"blackberry
,   violet
,   oak
,   smoke
,   toast
 and   vanilla";"thyme
,   clove
,   cinnamon
,   black pepper
 and   mint";"    J. Antonio Ponce offers us a delightful little Monastrell wine with his Depaula. If you've ever come across vegetal notes in wines made from this grape and they've not really been to your taste, have no fear; it has some of those notes but they're very pleasant, and not at all bitter; they give the wine character, conferring vivacity and personality.    Depaula is fresh and mineral, with profound aromas, ripe red fruit, toasty notes, caramel and sweetish touches, as well as hints of gunpowder. Once poured into the glass it's lusciously sweet on the nose, and reveals the Monastrell's energetic character on swirling it around. On the palate it gives the feeling of a complete wine, with chewy fruit, and it has that rustic element typical of the variety, yet still very polished. Remarkably complex for a wine at this price, a rounded wine that leaves a most pleasant sensation at the end, a merit justly attributed to its producer of course.    Don't be misled by its price, as you can decant it! This is a wine with plenty of vitality and sinew, especially when it's young, and it will benefit from a good decanting."
102840;2012 Chateau Bouscasse;Blend from France;Red;['Tannat', 'Cabernet Sauvignon', 'Cabernet Franc'];17.09;750 mL;14.5;France;Southwest;Cork;blackberry,   cedar,   spice box,   light tannin,   currant,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak,   vanilla,   tobacco,   raspberry,   cassis,   violet,   pepper and   green bean;lavender,   cinnamon,   incense,   blackberry,   currant,   cherry,   cedar,   cigar box,   tobacco,   broccoli,   berry and   flower;This is the home estate of Madiran superstar Alain Brumont. The wine is big, bold, rich and packed with both fruit and tannins. It has great structure and a dense dusty tannic character that promises great aging. This is a major wine that needs time. Drink it starting from 2022.
102849;2016 Sean Minor Cabernet Sauvignon 4b Paso Robles;Cabernet Sauvignon from United States;Red;['Cabernet Sauvignon'];12.98;750 mL;13.5;United States;California;Screwtop;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak and   vanilla;currant,   blackberry,   cherry,   cedar and   cigar box;Specific hand picked vineyard sites, that show off some the ability to make great wine in Paso Robles, at a reasonable price. Lots of red fruits backed with blackberries and cassis.
102852;2013 Ruffino Chianti Classico Riserva Tan;Sangiovese from Italy;Red;['Sangiovese'];15.49;375 mL;13.5;Italy;Tuscany;Cork;red fruit,   strawberry and   raspberry;asparagus,   green pepper and   red fruit;The Riserva Ducale is an intense ruby red color. This complex wine is characterized by sweet cherry and red berry fruit notes with delicately spiced hints of tobacco, leather, cedar, white pepper and a touch of flint. Tasting profile: Riserva Ducale Chianti Classico Riserva is well balanced on the palate, with velvety tannins, firm acidity, and a lingering finish of rosemary and figs.
102853;2013 Terrabianca Campaccio;Blend from Italy;Red;['Sangiovese', 'Cabernet Sauvignon'];21.09;750 mL;14.0;Italy;Tuscany;Cork;red fruit,   strawberry,   raspberry,   currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak and   vanilla;asparagus,   green pepper,   red fruit,   currant,   blackberry,   cherry,   cedar and   cigar box;"Lively, deep ruby color; bouquet of brushwood and berry fruit, cocoa, toasted almonds and leather; structure, concentration and freshness are perfectly balanced on the palate. Complex, elegant, with full body and smooth tannins.Pairs well with red meats, game, and aged cheese."
102855;2015 Van Ruiten Old Vine Zinfandel;Zinfandel from United States;Red;['Zinfandel'];16.99;750 mL;14.9;United States;California;Cork;jam,   blueberry,   black pepper,   cherry,   plum,   boysenberry,   cranberry and   licorice;candy,   vanilla,   oak,   smoke,   tar,   musk and   mushroom;This 2015 Zinfandel has aromas of cherry, plum, bramble fruit, and black pepper. Flavors of cranberry, anise, cherry, spice, and vanilla. This wine has intense fruit fl¬avors with good structure and soft tannins. The finish lingers with pleasant spice notes. These handpicked grapes hail from the original vines that John Van Ruiten Sr. planted in 1952.
102856;2011 Far Niente Dolce Liquid Gold;Blend from United States;White;['Chardonnay', 'Sauvignon Blanc'];49.09;375 mL;13.6;United States;California;Cork;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream,   vanilla,   grass,   gooseberry,   grapefruit,   melon,   citrus,   mineral and   flint;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream,   vanilla,   citrus,   stone,   grapefruit and   melon;The 2011 Dolce presents butterscotch and citrus fruit aromas enriched with toasted caramel crème brûlée and vanilla. As promised by the orange and citrus blossom aromas, similarly driven flavors mingled with honeysuckle and butterscotch are foremost on the palate. This wine’s balance of sweetness and mouthwatering acidity offers a compelling sense of volume, and the coating texture progresses to a structured and lengthy finish.
